Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides shControl_CTRL_bR1	Peptides shControl_CTRL_bR2	Peptides shControl_CTRL_bR3	Peptides shControl_EGF_bR1	Peptides shControl_EGF_bR2	Peptides shControl_EGF_bR3	Peptides shTMEM_CTRL_bR1	Peptides shTMEM_CTRL_bR2	Peptides shTMEM_CTRL_bR3	Peptides shTMEM_EGF_bR1	Peptides shTMEM_EGF_bR2	Peptides shTMEM_EGF_bR3	Razor + unique peptides shControl_CTRL_bR1	Razor + unique peptides shControl_CTRL_bR2	Razor + unique peptides shControl_CTRL_bR3	Razor + unique peptides shControl_EGF_bR1	Razor + unique peptides shControl_EGF_bR2	Razor + unique peptides shControl_EGF_bR3	Razor + unique peptides shTMEM_CTRL_bR1	Razor + unique peptides shTMEM_CTRL_bR2	Razor + unique peptides shTMEM_CTRL_bR3	Razor + unique peptides shTMEM_EGF_bR1	Razor + unique peptides shTMEM_EGF_bR2	Razor + unique peptides shTMEM_EGF_bR3	Unique peptides shControl_CTRL_bR1	Unique peptides shControl_CTRL_bR2	Unique peptides shControl_CTRL_bR3	Unique peptides shControl_EGF_bR1	Unique peptides shControl_EGF_bR2	Unique peptides shControl_EGF_bR3	Unique peptides shTMEM_CTRL_bR1	Unique peptides shTMEM_CTRL_bR2	Unique peptides shTMEM_CTRL_bR3	Unique peptides shTMEM_EGF_bR1	Unique peptides shTMEM_EGF_bR2	Unique peptides shTMEM_EGF_bR3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Identification type shControl_CTRL_bR1	Identification type shControl_CTRL_bR2	Identification type shControl_CTRL_bR3	Identification type shControl_EGF_bR1	Identification type shControl_EGF_bR2	Identification type shControl_EGF_bR3	Identification type shTMEM_CTRL_bR1	Identification type shTMEM_CTRL_bR2	Identification type shTMEM_CTRL_bR3	Identification type shTMEM_EGF_bR1	Identification type shTMEM_EGF_bR2	Identification type shTMEM_EGF_bR3	Sequence coverage shControl_CTRL_bR1 [%]	Sequence coverage shControl_CTRL_bR2 [%]	Sequence coverage shControl_CTRL_bR3 [%]	Sequence coverage shControl_EGF_bR1 [%]	Sequence coverage shControl_EGF_bR2 [%]	Sequence coverage shControl_EGF_bR3 [%]	Sequence coverage shTMEM_CTRL_bR1 [%]	Sequence coverage shTMEM_CTRL_bR2 [%]	Sequence coverage shTMEM_CTRL_bR3 [%]	Sequence coverage shTMEM_EGF_bR1 [%]	Sequence coverage shTMEM_EGF_bR2 [%]	Sequence coverage shTMEM_EGF_bR3 [%]	Intensity	Intensity shControl_CTRL_bR1	Intensity shControl_CTRL_bR2	Intensity shControl_CTRL_bR3	Intensity shControl_EGF_bR1	Intensity shControl_EGF_bR2	Intensity shControl_EGF_bR3	Intensity shTMEM_CTRL_bR1	Intensity shTMEM_CTRL_bR2	Intensity shTMEM_CTRL_bR3	Intensity shTMEM_EGF_bR1	Intensity shTMEM_EGF_bR2	Intensity shTMEM_EGF_bR3	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Phospho (STY) site IDs	Oxidation (M) site positions	Phospho (STY) site positions
Q15007	Q15007	1	1	1	Pre-mRNA-splicing regulator WTAP	WTAP	>sp|Q15007|FL2D_HUMAN Pre-mRNA-splicing regulator WTAP OS=Homo sapiens OX=9606 GN=WTAP PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4.5	4.5	4.5	44.243	396	396	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1524	2192	True	2471	19037;19038;19039;19040;19041;19042;19043;19044;19045;19046;19047;19048;19049;19050;19051	13573;13574;13575;13576;13577;13578;13579;13580	13574		3520		306
Q15018	Q15018	1	1	1	BRISC complex subunit Abro1	FAM175B	>sp|Q15018|ABRX2_HUMAN BRISC complex subunit Abraxas 2 OS=Homo sapiens OX=9606 GN=ABRAXAS2 PE=1 SV=2	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	3.4	3.4	3.4	46.9	415	415	0	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	0	0	0	0	3.4	3.4	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1525	7047	True	7992	59561;59562;59563	41582;41583	41582		3521		280
Q15019	Q15019	2	2	2	Septin-2	SEPT2	>sp|Q15019|SEPT2_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPT2 PE=1 SV=1	1	2	2	2	1	1	2	1	1	2	2	2	2	2	1	2	1	1	2	1	1	2	2	2	2	2	1	2	1	1	2	1	1	2	2	2	2	2	1	2	10	10	10	41.487	361	361	0	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.5	5.5	10	5.5	5.5	10	10	10	10	10	5.5	10	6621300	0	0	1958800	0	0	1020700	141540	1769500	792040	116070	0	822640	2				1526	4525;5838	True;True	5080;6558	38206;38207;38208;38209;38210;38211;38212;38213;38214;38215;38216;38217;38218;38219;38220;38221;38222;38223;38224;38225;38226;38227;38228;38229;38230;38231;38232;38233;38234;38235;38236;38237;38238;38239;38240;38241;38242;38243;38244;49574;49575;49576;49577;49578;49579;49580	26752;26753;26754;26755;26756;26757;26758;26759;26760;26761;26762;26763;26764;26765;26766;26767;26768;26769;26770;26771;26772;26773;26774;26775;26776;26777;26778;26779;26780;26781;26782;26783;26784;26785;26786;26787;26788;26789;26790;26791;26792;26793;26794;26795;26796;26797;26798;26799;26800;26801;26802;26803;26804;26805;26806;26807;26808;26809;26810;26811;34945;34946	26753;34945		3522		218
Q15020	Q15020	1	1	1	Squamous cell carcinoma antigen recognized by T-cells 3	SART3	>sp|Q15020|SART3_HUMAN Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1.7	1.7	1.7	109.93	963	963	0	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	1.7	1.7	1.7	1.7	1.7	1.7	0	1.7	0	1.7	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1527	974	True	1109;1110	8775;8776;8777;8778;8779;8780;8781;8782;8783;8784;8785;8786;8787;8788;8789;8790;8791;8792;8793;8794	6161;6162;6163;6164;6165;6166;6167;6168;6169;6170;6171;6172;6173;6174;6175;6176;6177;6178;6179;6180;6181	6166		3523;3524;9537		7;8;10
Q15021	Q15021	1	1	1	Condensin complex subunit 1	NCAPD2	>sp|Q15021|CND1_HUMAN Condensin complex subunit 1 OS=Homo sapiens OX=9606 GN=NCAPD2 PE=1 SV=3	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1.4	1.4	1.4	157.18	1401	1401	0	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	By matching	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	1.4	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1528	11548	True	13102	100369;100370;100371;100372;100373;100374;100375;100376;100377;100378;100379;100380	70614;70615;70616;70617;70618	70617		3525;3526;9538		1330;1331;1333
Q15025	Q15025	2	2	2	TNFAIP3-interacting protein 1	TNIP1	>sp|Q15025|TNIP1_HUMAN TNFAIP3-interacting protein 1 OS=Homo sapiens OX=9606 GN=TNIP1 PE=1 SV=2	1	2	2	2	0	2	1	0	1	1	0	2	1	0	0	1	0	2	1	0	1	1	0	2	1	0	0	1	0	2	1	0	1	1	0	2	1	0	0	1	8.5	8.5	8.5	71.863	636	636	0	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	0	8.5	4.7	0	3.8	4.7	0	8.5	4.7	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1529	548;1607	True;True	625;626;1819	5036;5037;5038;5039;5040;5041;5042;5043;5044;14230;14231;14232	3544;3545;3546;3547;3548;3549;10391	3546;10391		3527;3528;3529;3530;3531;9539		77;428;431;434;435;442
Q15032;Q9UBL0	Q15032	7;3	7;3	7;3	R3H domain-containing protein 1	R3HDM1	>sp|Q15032|R3HD1_HUMAN R3H domain-containing protein 1 OS=Homo sapiens OX=9606 GN=R3HDM1 PE=1 SV=3	2	7	7	7	5	5	2	4	5	4	3	5	3	5	4	3	5	5	2	4	5	4	3	5	3	5	4	3	5	5	2	4	5	4	3	5	3	5	4	3	5.3	5.3	5.3	120.69	1099	1099;812	0	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.7	5.3	2.6	5.3	5.3	3.7	4.1	5.3	2.5	5.3	5.2	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1530	122;935;4542;8444;8534;8535;11574	True;True;True;True;True;True;True	145;1067;5099;9613;9717;9718;13129	1069;1070;1071;1072;1073;1074;1075;1076;8432;8433;8434;8435;8436;8437;8438;8439;8440;8441;8442;38370;38371;38372;38373;38374;38375;38376;38377;38378;38379;38380;38381;38382;38383;72409;73261;73262;73263;73264;73265;73266;73267;73268;73269;100569;100570;100571;100572;100573;100574;100575;100576	749;750;751;5965;5966;5967;5968;5969;5970;5971;26870;26871;51274;51898;51899;51900;51901;51902;51903;51904;51905;51906;51907;51908;51909;70721;70722;70723;70724;70725;70726	749;5968;26871;51274;51898;51907;70722		3532;3533;3534;3535;3536;3537;3538;9540;9541		282;355;361;362;363;380;381;973;974
Q15036	Q15036	2	2	2	Sorting nexin-17	SNX17	>sp|Q15036|SNX17_HUMAN Sorting nexin-17 OS=Homo sapiens OX=9606 GN=SNX17 PE=1 SV=1	1	2	2	2	0	2	1	0	2	1	2	2	2	0	2	1	0	2	1	0	2	1	2	2	2	0	2	1	0	2	1	0	2	1	2	2	2	0	2	1	6.2	6.2	6.2	52.901	470	470	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	0	6.2	2.6	0	6.2	2.6	6.2	6.2	6.2	0	6.2	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1531	8917;11222	True;True	10155;12753	76788;76789;76790;76791;76792;76793;76794;76795;76796;76797;97844;97845;97846;97847;97848;97849	54190;54191;54192;54193;54194;54195;54196;54197;54198;54199;54200;54201;54202;68987;68988;68989;68990;68991;68992;68993;68994;68995	54191;68991		3539;3540;3541;3542;3543;9542		331;333;334;335;336;421
Q15042	Q15042	3	3	3	Rab3 GTPase-activating protein catalytic subunit	RAB3GAP1	>sp|Q15042|RB3GP_HUMAN Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3	1	3	3	3	2	2	1	2	3	2	1	1	1	2	2	1	2	2	1	2	3	2	1	1	1	2	2	1	2	2	1	2	3	2	1	1	1	2	2	1	4.6	4.6	4.6	110.52	981	981	0	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.1	4.2	2.4	2.1	4.6	4.2	1.7	2.4	2.4	2.1	4.2	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1532	29;1312;4946	True;True;True	36;37;1491;5559	294;295;296;297;298;299;300;301;302;303;304;305;306;11719;11720;11721;11722;42093;42094;42095;42096;42097;42098;42099;42100	188;189;190;191;192;193;194;195;196;8855;8856;29756;29757;29758;29759	193;8856;29757		3544;3545;3546;9543		5;536;537;539
Q15047	Q15047	1	1	1	Histone-lysine N-methyltransferase SETDB1	SETDB1	>sp|Q15047|SETB1_HUMAN Histone-lysine N-methyltransferase SETDB1 OS=Homo sapiens OX=9606 GN=SETDB1 PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1.2	1.2	1.2	143.16	1291	1291	0	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	0	0	0	0	0	0	0	1.2	0	0	1.2	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1533	6648	True	7547	56625;56626;56627	39333	39333		3547		1066
Q15054	Q15054	5	5	5	DNA polymerase delta subunit 3	POLD3	>sp|Q15054|DPOD3_HUMAN DNA polymerase delta subunit 3 OS=Homo sapiens OX=9606 GN=POLD3 PE=1 SV=2	1	5	5	5	4	3	4	3	4	4	3	3	4	3	3	4	4	3	4	3	4	4	3	3	4	3	3	4	4	3	4	3	4	4	3	3	4	3	3	4	5.8	5.8	5.8	51.4	466	466	0	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.6	5.6	5.8	3.6	5.8	5.8	3.6	5.6	5.8	3.6	5.6	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1534	7218;7856;10546;10547;10548	True;True;True;True;True	8183;8919;8920;12011;12012;12013;12014	60700;60701;60702;60703;60704;60705;60706;60707;66723;66724;66725;66726;66727;66728;66729;66730;66731;66732;66733;66734;66735;66736;66737;92372;92373;92374;92375;92376;92377;92378;92379;92380;92381;92382;92383;92384;92385;92386;92387;92388;92389;92390;92391;92392;92393;92394;92395;92396;92397;92398;92399;92400;92401;92402;92403;92404;92405;92406;92407;92408;92409;92410	42503;42504;42505;42506;42507;42508;47038;47039;47040;47041;47042;47043;47044;65447;65448;65449;65450;65451;65452;65453;65454;65455;65456;65457;65458;65459;65460;65461;65462;65463;65464;65465;65466;65467;65468;65469;65470;65471;65472;65473;65474;65475;65476;65477;65478	42503;47038;65447;65458;65478	387	3548;3549	317	307;458
Q15056	Q15056	6	6	6	Eukaryotic translation initiation factor 4H	EIF4H	>sp|Q15056|IF4H_HUMAN Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5	1	6	6	6	3	1	4	1	4	4	1	6	4	2	4	5	3	1	4	1	4	4	1	6	4	2	4	5	3	1	4	1	4	4	1	6	4	2	4	5	30.6	30.6	30.6	27.385	248	248	0	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	14.5	5.6	20.2	9.3	25	20.2	9.3	30.6	19.4	14.9	24.2	25	67679000	162220	0	21535000	0	2249600	22550000	0	10540000	3819100	240840	948510	5633000	14				1535	1122;1959;3344;3658;10418;10419	True;True;True;True;True;True	1283;2211;3743;4102;4103;11862;11863;11864	10161;10162;10163;10164;17328;17329;17330;17331;17332;17333;17334;17335;28466;28467;28468;28469;28470;28471;31235;31236;31237;31238;31239;91187;91188;91189;91190;91191;91192;91193;91194;91195;91196;91197;91198;91199;91200;91201;91202;91203;91204;91205;91206;91207;91208;91209;91210;91211;91212;91213	7081;12438;12439;12440;12441;19769;22007;22008;64625;64626;64627;64628;64629;64630;64631;64632;64633;64634;64635;64636;64637	7081;12439;19769;22007;64628;64634	388	3550;3551;9544	195	21;150;220
Q15057	Q15057	2	2	2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	ACAP2	>sp|Q15057|ACAP2_HUMAN Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ACAP2 PE=1 SV=3	1	2	2	2	2	1	0	2	1	1	2	0	0	0	1	0	2	1	0	2	1	1	2	0	0	0	1	0	2	1	0	2	1	1	2	0	0	0	1	0	2.6	2.6	2.6	88.028	778	778	0	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	By matching	2.6	1.5	0	2.6	1.5	1.5	2.6	0	0	0	1.5	0	19678000	10718000	0	0	5862900	0	0	3098000	0	0	0	0	0	1				1536	842;11579	True;True	956;13135	7484;7485;7486;100638;100639;100640;100641;100642;100643;100644	5273;70758;70759	5273;70758		3552		521
Q15058	Q15058	1	1	1	Kinesin-like protein KIF14	KIF14	>sp|Q15058|KIF14_HUMAN Kinesin-like protein KIF14 OS=Homo sapiens OX=9606 GN=KIF14 PE=1 SV=1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1.1	1.1	1.1	186.49	1648	1648	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	1.1	1.1	1.1	1.1	0	0	1.1	0	1.1	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1537	441	True	504	3991;3992;3993;3994;3995;3996;3997	2753;2754;2755;2756;2757	2755		3553		1292
Q15059	Q15059	2	2	2	Bromodomain-containing protein 3	BRD3	>sp|Q15059|BRD3_HUMAN Bromodomain-containing protein 3 OS=Homo sapiens OX=9606 GN=BRD3 PE=1 SV=1	1	2	2	2	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	4.5	4.5	4.5	79.541	726	726	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	0	1.5	3	1.5	1.5	1.5	1.5	1.5	0	1.5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1538	6840;8191	True;True	7755;9314	58099;58100;69985;69986;69987;69988;69989;69990;69991	40435;49435;49436;49437;49438;49439;49440;49441;49442;49443;49444;49445;49446;49447;49448;49449;49450;49451;49452	40435;49438		3554;3555		263;558
Q15061	Q15061	2	2	2	WD repeat-containing protein 43	WDR43	>sp|Q15061|WDR43_HUMAN WD repeat-containing protein 43 OS=Homo sapiens OX=9606 GN=WDR43 PE=1 SV=3	1	2	2	2	0	0	0	0	2	1	0	1	1	1	2	1	0	0	0	0	2	1	0	1	1	1	2	1	0	0	0	0	2	1	0	1	1	1	2	1	3	3	3	74.89	677	677	0	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	0	0	0	0	3	1.3	0	1.3	1.3	1.3	3	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1539	5593;8320	True;True	6285;9469	47488;47489;47490;47491;47492;47493;47494;47495;71341;71342	33700;33701;33702;50565	33702;50565		3556;3557		77;431
Q15075	Q15075	1	1	1	Early endosome antigen 1	EEA1	>sp|Q15075|EEA1_HUMAN Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0.6	0.6	0.6	162.46	1411	1411	1	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	0	0.6	0	0.6	0.6	0	0.6	0.6	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			1540	2469	True	2774	21245;21246;21247;21248;21249;21250	14882	14882		3558		540
Q15084	Q15084	7	7	7	Protein disulfide-isomerase A6	PDIA6	>sp|Q15084|PDIA6_HUMAN Protein disulfide-isomerase A6 OS=Homo sapiens OX=9606 GN=PDIA6 PE=1 SV=1	1	7	7	7	4	1	6	3	4	5	4	7	6	5	4	5	4	1	6	3	4	5	4	7	6	5	4	5	4	1	6	3	4	5	4	7	6	5	4	5	24.8	24.8	24.8	48.121	440	440	0	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	12.7	2.5	21.4	10.2	12.7	16.1	12.5	24.8	22.3	15.9	15.2	19.1	112760000	767000	140120	32367000	339470	3383800	30173000	659770	23896000	8445100	1026700	1604300	9952000	17				1541	1364;3241;3628;3698;5016;6357;9868	True;True;True;True;True;True;True	1552;3627;4069;4146;5638;7223;11247	12147;12148;12149;12150;12151;12152;12153;12154;27626;27627;27628;27629;27630;27631;27632;27633;27634;31018;31019;31020;31021;31022;31023;31516;31517;31518;31519;31520;31521;31522;31523;31524;31525;31526;42736;42737;42738;42739;42740;42741;42742;42743;42744;54394;54395;54396;54397;54398;54399;54400;54401;54402;54403;54404;54405;54406;54407;85821;85822;85823;85824;85825;85826;85827;85828	9190;9191;9192;9193;9194;19103;19104;19105;19106;21883;21884;22202;30283;30284;37961;37962;37963;37964;37965;37966;60662;60663	9191;19103;21883;22202;30283;37962;60662		3559		428
Q15121	Q15121	4	4	4	Astrocytic phosphoprotein PEA-15	PEA15	>sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2	1	4	4	4	2	2	2	1	3	4	2	2	1	3	2	2	2	2	2	1	3	4	2	2	1	3	2	2	2	2	2	1	3	4	2	2	1	3	2	2	19.2	19.2	19.2	15.04	130	130	0	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.5	11.5	17.7	10	11.5	19.2	11.5	10	10	19.2	10	10	1806000	0	0	936010	0	0	647090	0	0	0	222920	0	0	0				1542	1430;4428;7077;11470	True;True;True;True	1624;4964;8025;13017	12699;12700;12701;12702;12703;12704;12705;12706;12707;12708;12709;12710;37316;37317;37318;59754;59755;59756;59757;59758;99763;99764;99765;99766;99767;99768	9537;9538;9539;9540;9541;9542;9543;9544;9545;9546;9547;9548;9549;9550;26266;41777;41778;41779;41780;41781;70235;70236;70237;70238;70239	9540;26266;41777;70235		3560		116
Q15131	Q15131	1	1	1	Cyclin-dependent kinase 10	CDK10	>sp|Q15131|CDK10_HUMAN Cyclin-dependent kinase 10 OS=Homo sapiens OX=9606 GN=CDK10 PE=1 SV=1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	3.3	3.3	3.3	41.038	360	360	0.00033944	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	3.3	3.3	0	3.3	3.3	0	3.3	3.3	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0				1543	1114	True	1274	10052;10053;10054;10055;10056;10057;10058;10059;10060;10061;10062;10063	6983;6984	6984		9545		196
